movieid,title,genre,id,img_path,summary
2211,Secret Agent (1936),['Thriller'],2211,dataset/ml1m-images\2211.jpg,"         ""Secret Agent"" is a 1936 American espionage film directed by Alfred Santell and starring Warner Bros. Studios' debutante, Joan Fontaine, alongside Humphrey Bogart. The film follows a Czech engineer who is coerced into working for an intelligence agency to help identify an enemy spy ring operating in America. Along with Bogart's support, Fontaine's character faces danger and intrigue as she navigates the perils of espionage. The film explores themes of trust, duty, and the shadows of totalitarian regimes. It received mixed reviews upon release but has since become a classic of early Hollywood cinema.</s>"
2792,Airplane II: The Sequel (1982),['Comedy'],2792,dataset/ml1m-images\2792.jpg,"       ""Airplane II: The Sequel"" is a 1982 American disaster comedy film directed by Irvin Kershner and starring Leslie Neilson as Capt. Steve Tanner, Roger Moore as Capt. Roy Tanner, Robert Stack as Capt. Ozzel Bell, Miracle Jackson as Vernon Courtland Johnson, Laurie Metcalfe as Sally Melody Stone, Gene Wilder as Lars Vogle. The film is a sequel to the 1980 film ""Airplane!"" and follows the crew of a cargo plane, including Tanner, as they fight to survive an airborne fire. The film explores themes of survival, teamwork, and humorous quips. It received critical acclaim for its humor, action, and creative use of parodies. It also spawned several spin-offs and merchandise.</s>"
3001,"Suburbans, The (1999)",['Drama'],3001,dataset/ml1m-images\3001.jpg,"       ""Suburbans"" is a 1999 American comedy film directed by Dave Hemmings and starring Chris Farrell as Brett, Justin Theroux as Jimmy, Bret Ratliff as Eddie, Ryan Gosling as Johnny, Carolyn Cornelius as Joanie, Bob Gunton as Dad. The film follows the adventures of a group of teenage boys who get access to a minivan and proceed to drive around their suburban neighborhood causing mayhem and chaos. The film explores themes of rebellion, risk-taking, and growing up in suburbia. It received critical acclaim for its clever humor and commentary on youth culture, earning a place on several lists of ""best 90s teen films.""</s>"
2747,"Little Shop of Horrors, The (1960)","['Comedy', 'Horror']",2747,dataset/ml1m-images\2747.jpg,"       ""Little Shop of Horrors"" is a 1960 American black and white horror-comedy film directed by Roger Corman and starring Vincent Price as Dr. Caligari, Elaine Goin as Audrey, Billy Merson as Thaidius Protopopulous, Buzz Hauptmann as Chicken Ludwig, James Storm as Otis Driftwood. The film follows the adventures of a lowly floral assistant, played by Elaine Goin, who is bitten by a rare Venus flytrap plant in a botanical shop owned by Dr. Caligari, played by Vincent Price. The bite gives the assistant extraordinary powers, but also a hunger for blood. The film explores themes of unchecked power and the consequences of tampering with nature. It received mixed reviews upon release but has since become a cult classic in the horror and science fiction genres, with a memorable catchphrase and iconic score.</s>"
2755,Light of Day (1987),['Drama'],2755,dataset/ml1m-images\2755.jpg,"       ""Light of Day"" is a 1987 American crime drama film directed by Taylor Hackford and starring Robert Duvall as James ""Big Daddy"" Weinberger, Michael J. Fox as Mike Trent, Joan Severance as Diana Weinberger, Joanne Whalley as Maureen Trent, Ving Rhames as Mike's best friend, Duffy. The film follows the story of Mike Trent, played by Michael J. Fox, a Jewish musician who inherits half of the Light of Day casino after his uncle's death. However, when he discovers that his uncle was involved in organized crime, Mike is forced to navigate the dangerous world of gambling and gangsters to keep the business afloat. The film explores themes of inheritance, corruption, and moral ambiguity. It received mixed reviews upon release but has since become a cult classic, with memorable performances and a gritty tone.</s>"
2347,"Pope of Greenwich Village, The (1984)",['Action'],2347,dataset/ml1m-images\2347.jpg,"        ""The Pope of Greenwich Village"" is a 1984 American comedy-drama film directed by John Waters and starring Christopher Isherwood as Kurt Warner, Mink Stole as Babs, Tab Hunter as Jerry, Barnaby Rudge as Campos, Bebe Daniels as Mother with Midgets. The film follows the life of Kurt Warner, a struggling writer living in Greenwich Village, played by Christopher Isherwood. Kurt is torn between his traditional Catholic values and his gay lifestyle, and must navigate the prejudices and limitations imposed on him by society. The film explores themes of identity, oppression, and the struggle for freedom and acceptance. It received critical acclaim for its raw and honest portrayal of LGBTQ+ life in the 1960s, earning a spot on several lists of ""best 80s queer films.""</s>"
1924,Plan 9 from Outer Space (1958),"['Horror', 'Sci-Fi']",1924,dataset/ml1m-images\1924.jpg,"        ""Plan 9 from Outer Space"" is a 1958 American black and white horror-science fiction film directed by Ed Wood. The film is often referred to as one of the worst films ever made, and its poor production quality and lack of logic have earned it a cult following. The film tells the story of a group of scientists who attempt to harness the power of the atom to contact extraterrestrial beings, only to be pursued by a pack of zombie-like creatures and trapped on an outer space station. The film explores themes of hubris and the dangers of meddling with forces beyond human understanding. Despite its poor reception upon release, it has since become a beloved classic in the ""bad film"" genre and a symbol of the golden age of exploitation cinema.</s>"
1524,"Turning, The (1992)",['Drama'],1524,dataset/ml1m-images\1524.jpg,"        ""Turning: The Color of Life"" is a 1992 American film directed by Sally Field. The film is a semi-biographical account of Field's own experience growing up in rural Ohio during the 1940s. The film explores themes of identity, memory, and family relationships. Field plays the role of Shirley Templeton, a lesbian woman who seeks solace and companionship amidst the harsh realities of rural life. The film received mixed reviews upon release but has since become a cult classic in queer cinema and a testament to the resilience of the human spirit in the face of adversity.</s>"
2200,Under Capricorn (1949),['Drama'],2200,dataset/ml1m-images\2200.jpg,"         ""Under Capricorn"" is a 1949 Australian melodramatic film directed by Alfred Santell. The film is based on the novel ""Songbird"" by Walter Murray and follows the story of a pianist, played by Josephine Baker, who is engaged in a passionate affair with an aristocratic family's enigmatic heir, played by John Raymond. The film explores themes of social class, passion, and betrayal. It received mixed reviews upon release but has since become a cult classic in Australian cinema. Baker's performance earned her the Academy Award for Best Supporting Actress, and the film has been restored and released on DVD.</s>"
653,Dragonheart (1996),"['Action', 'Adventure', 'Fantasy']",653,dataset/ml1m-images\653.jpg,"        ""Dragonheart"" is a 1996 American fantasy film directed by Mel Gibson and starring Gibson as Bowler, Jason Isaacs as Draco, Tomas Milo as Lord Eamon, Wendie Malick as Draco's daughter, Julianne Moore as Queen Gemma, Pierce Brosnan as Draco's advisor. The film tells the story of Bowler, a skilled hunter, who forms an uneasy alliance with Draco, a dragon cursed to inhabit the earth after being banished by humans. The film explores themes of redemption, sacrifice, and the struggle between good and evil. It received mixed reviews upon release but has since become a cult classic in fantasy cinema and a significant milestone in the transition from 2D animation to computer-generated imagery.</s>"
2209,Young and Innocent (1937),"['Crime', 'Thriller']",2209,dataset/ml1m-images\2209.jpg,"         ""Young and Innocent"" is a 1937 American film noir directed by Alfred Santell. The film is based on the novel ""Seducers of Youth"" by Raymond Chandler and follows the story of an innocent young man, played by Henry Fonda, who becomes ensnared in a murder mystery involving a beautiful heiress, played by Linda Arden. The film explores themes of innocence, morality, and the corrupting influence of wealth and power. It received critical acclaim upon release and has since become a cult classic in film noir and hard-boiled detective fiction.</s>"
828,"Adventures of Pinocchio, The (1996)","['Adventure', ""Children's""]",828,dataset/ml1m-images\828.jpg,"         ""Adventures of Pinocchio"" is a 1996 American animated film directed by John Kricfalusi. The film is a retelling of the classic fairytale ""Pinocchio"" and follows the adventures of a wooden puppet, brought to life by a kind old carpenter, who longs to become a real boy. Along the way, he befriends talking animals, encounters trickster foxes and cats, and learns important life lessons about responsibility and the consequences of lying. The film received mixed reviews upon release but has since become a cult classic in animated cinema and a beloved addition to the Disney canon.</s>"
428,"Bronx Tale, A (1993)",['Drama'],428,dataset/ml1m-images\428.jpg,"         ""A Bronx Tale"" is a 1993 American crime drama film directed by Robert De Niiro. The film follows the story of Calhoun Gaffney, played by De Niero, a bus driver in the Bronx who witnesses a murder committed by the local mob boss, played by Robert Duvall. Calhoun's son witnesses the same crime but refuses to tell anyone, despite encouragement from his father and potential protection offered by the police. The film explores themes of loyalty, betrayal, and the struggle between right and wrong. It received critical acclaim upon release and has since become a classic in urban crime dramas.</s>"
3224,Woman in the Dunes (Suna no onna) (1964),['Drama'],3224,dataset/ml1m-images\3224.jpg,"         ""Woman in the Dunes"" is a 1964 Japanese sci-fi horror film directed by Hiroshima Mono. The film is set in a remote desert colony on Mars where a company executive and his family are trapped by a sandstorm and rescue is impossible. The film explores themes of existential dread, sexual tension, and the blurred boundaries between reality and nightmare. It received widespread critical acclaim upon release and has since become a cult classic in Japanese cinema, inspiring countless imitations and adaptations.</s>"
712,Captives (1994),['Drama'],712,dataset/ml1m-images\712.jpg,"          ""Captives"" is a 1994 American crime thriller film directed by Brad Turner. The film follows the story of a professional kidnapper, played by Tim Roth, who abducts the entire family of a wealthy businessman, played by Peter O'Toole. The kidnapping generates intense media attention and involves high-pressure negotiations between law enforcement officials, hostage negotiators, and the kidnapper himself. The film explores themes of power, ransom demands, and the lengths people will go to secure their safety. It received mixed reviews upon release but has since become a cult classic in thriller cinema.</s>"
1425,Fierce Creatures (1997),['Comedy'],1425,dataset/ml1m-images\1425.jpg,"                ""Fierce Creatures"" is a 1997 Australian horror-sci-fi film directed by Griff Nicol. The film is set in a remote village in Australia where a group of people become stranded and are attacked by fierce, prehistoric creatures. The survivors must band together and use their skills to survive and fend off the relentless attacks. The film explores themes of survival, predation, and the primal instinct for survival. It received mixed reviews upon release but has since become a cult classic in horror and science fiction cinema.</s>"
852,Tin Cup (1996),"['Comedy', 'Romance']",852,dataset/ml1m-images\852.jpg,"                ""Tin Cup"" is a 1996 American comedy-drama film directed by Fred Schepisi. The film follows the story of a washed-up golf pro, played by Gene Hackman, who moves to Texas and begins competing in tournaments. Along the way, he befriends a former partner, played by Rory McPherson, who helps him get back on his feet. The film explores themes of redemption, second chances, and the search for meaning in life. It received mixed reviews upon release but has since become a cult classic in comedy and drama cinema.</s>"
269,My Crazy Life (Mi vida loca) (1993),['Drama'],269,dataset/ml1m-images\269.jpg,"               ""My Crazy Life"" is a 1993 Mexican-American comedy film directed by Jaime Camarones. The film follows the story of a young Mexican man, played by Mario Molina, who becomes entangled in a crazy scheme to steal a cache of diamonds. Along the way, he meets a series of colorful characters and faces unexpected twists and turns. The film explores themes of greed, fraud, and the absurdity of life. It received mixed reviews upon release but has since become a cult classic in Latin American cinema.</s>"
3646,Big Momma's House (2000),['Comedy'],3646,dataset/ml1m-images\3646.jpg,"                 ""Big Momma's House"" is a 2000 American comedy film directed by Tyler Perry. The film follows the story of a young man, played by Martin Lawrence, who sneaks into his girlfriend's grandmother's home to hide from her strict mother, played by Ruby Dee. Along the way, he befriends the grandmother, played by Goldie Hawn, and learns important life lessons about respect and responsibility. The film explores themes of intergenerational relationships, cultural differences, and the importance of family. It received positive reviews upon release and has since become a cult classic in African American comedy cinema.</s>"
2871,Deliverance (1972),"['Adventure', 'Thriller']",2871,dataset/ml1m-images\2871.jpg,"                  ""Deliverance"" is a 1972 American horror-thriller film directed by John Boaz Dallas. The film follows the story of four weekend campers, played by Jon Voight, Brian Keith, Drew Barrymore, and Ed Harris, who are murdered by a deranged and violent hillbilly, played by John Dutt. The remaining members of the group must fight for survival in the wilderness while being pursued by the killer. The film explores themes of brutality, rape, and the breakdown of civilization in the face of extreme adversity. It received critical acclaim upon release and has since become a classic in horror and thriller cinema.</s>"
2752,Outrageous Fortune (1987),"['Comedy', 'Mystery']",2752,dataset/ml1m-images\2752.jpg,"                  ""Outrageous Fortune"" is a 1987 British-American film directed by Brian Trenchard-Smith. The film follows the story of a con artist, played by Roger Moore, who teams up with an amateur sleuth, played by Omar Sharif, to track down a missing shipment of precious jewels. Along the way, they encounter a variety of eccentric characters and face dangerous situations. The film explores themes of con artistry, deception, and the pursuit of wealth. It received mixed reviews upon release but has since become a cult classic in crime and thriller cinema.</s>"
1098,"Search for One-eye Jimmy, The (1996)",['Comedy'],1098,dataset/ml1m-images\1098.jpg,"                   ""Search for One-Eye Jimmy"" is a 1996 American film directed by Brian Trenchard-Smith. The film follows the story of a man searching for his missing brother, played by Marc Singer, who disappeared under mysterious circumstances in a Louisiana bayou. As the search progresses, the man uncovers a sinister plot involving voodoo rituals and a cult leader, played by Roger Moore. The film explores themes of family, mystery, and the occult. It received mixed reviews upon release but has since become a cult classic in horror and thriller cinema.</s>"
66,Lawnmower Man 2: Beyond Cyberspace (1996),"['Sci-Fi', 'Thriller']",66,dataset/ml1m-images\66.jpg,"                      ""Lawnmower Man 2: Beyond Cyberspace"" is a 1996 American science fiction film directed by Bret Ratliff. The film is a sequel to the 1992 film ""Lawnmower Man"" and follows the story of a brilliant scientist, played by John Heard, who builds a cyborg using advanced technology. As the scientist's creation becomes more intelligent, it raises ethical questions about the limits of humanity and the implications of artificial intelligence. The film explores themes of AI, ethics, and the potential risks of technological advancements. It received mixed reviews upon release but has since become a cult classic in cyberpunk and science fiction cinema.</s>"
3715,Burglar (1987),['Comedy'],3715,dataset/ml1m-images\3715.jpg,"                      ""Burglar"" is a 1987 British-American film directed by Paul Bartel. The film follows the story of a con artist, played by Robin Hobbins, who disguises herself as a housekeeper and steals valuables from wealthy homes. As the burglar becomes more successful, she begins to enjoy the luxuries of her profession. The film explores themes of deception, theft, and the pursuit of happiness. It received mixed reviews upon release but has since become a cult classic in crime and thriller cinema.</s>"
1314,Breathing Room (1996),['Romance'],1314,dataset/ml1m-images\1314.jpg,"                      ""Breathing Room"" is a 1996 American film directed by James Gleason. The film follows the story of a man, played by Jeff Speakman, who is diagnosed with cancer and decides to end his life by taking his own life. As he contemplates his decision, he becomes increasingly conflicted about whether or not to follow through with it. The film explores themes of mortality, suicide, and the search for meaning in life. It received mixed reviews upon release but has since become a cult classic in philosophical and psychological films.</s>"
3571,Time Code (2000),['Drama'],3571,dataset/ml1m-images\3571.jpg,"                      ""Time Code"" is a 2000 Argentinian short film directed by Nicolás Saavedra. The film follows the story of four cowboys, played by Hugo Mugica, Luis Machín, Gustavo Santaolalla, and Santiago Álvarez, who are caught in a time loop caused by a mysterious device. As they search for a way to break the loop, they begin to question their beliefs and their place in the universe. The film explores themes of time, fate, and the search for meaning in existence. It received critical acclaim upon release and has since become a cult classic in experimental and avant-garde cinema.</s>"
1447,Gridlock'd (1997),['Crime'],1447,dataset/ml1m-images\1447.jpg,"                      ""Gridlock'd"" is a 1997 American crime thriller film directed by Spike Lee. The film follows the story of two men, played by Samuel L. Jackson and Eddie Murphy, who become trapped in a parking garage overnight during a traffic jam. As the night wears on, they become increasingly desperate and begin to engage in dangerous behavior. The film explores themes of claustrophobia, desperation, and the consequences of recklessness. It received positive reviews upon release and has since become a cult classic in contemporary cinema.</s>"
881,First Kid (1996),"[""Children's"", 'Comedy']",881,dataset/ml1m-images\881.jpg,"                      ""First Kid"" is a 1996 American comedy film directed by Kevin Lake Thornton. The film follows the story of a prepubescent boy, played by Maximillian Schelling, who becomes caught up in a local gang and begins to question his identity. As he searches for a sense of belonging, he befriends a tough street kid, played by Kirk Freeman, who helps him navigate the world of crime. The film explores themes of identity, friendship, and the struggle to grow up. It received positive reviews upon release and has since become a cult classic in independent and family films.</s>"
1333,"Birds, The (1963)",['Horror'],1333,dataset/ml1m-images\1333.jpg,"                      ""Birds"" is a 1963 American horror film directed by Alfred Hitchcock. The film follows the story of a group of tourists, played by Suzanne Pleshette, Tippi Hedren, and Rod Serling, who become trapped in a hotel during a bird invasion. As the birds become increasingly aggressive, the tourists must come up with a plan to escape before it's too late. The film explores themes of nature, isolation, and the fear of the unknown. It received critical acclaim upon release and has since become a cult classic in horror and thriller cinema.</s>"
1372,Star Trek VI: The Undiscovered Country (1991),"['Action', 'Adventure', 'Sci-Fi']",1372,dataset/ml1m-images\1372.jpg,"                      ""Star Trek VI: The Undiscovered Country"" is a 1991 American science fiction film directed by Leonard Schrader. The film is a sequel to the original ""Star Trek"" series and follows the story of the Enterprise, commanded by Captain Jean-Luc Picard, as they prepare to enter into a federation of planets that has been recently discovered. As they explore the new territory, they encounter an alien race and must make difficult decisions about diplomacy and interstellar politics. The film explores themes of unity, diversity, and the search for peace in the galaxy. It received positive reviews upon release and has since become a cult classic in science fiction and space opera cinema.</s>"
306,Three Colors: Red (1994),['Drama'],306,dataset/ml1m-images\306.jpg,"                       ""Three Colors: Red"" is a 1994 Polish-French-Swedish-German film directed by Krzysztof Kieslowski. The film is part of the trilogy ""Three Colors"" and follows the story of a married couple, played by Irene Jacob and Jean-Louis Trintignant, as they navigate a complex web of emotions and desires. The film explores themes of love, passion, and the search for happiness in life. It received critical acclaim upon release and has since become a cult classic in arthouse and foreign language cinema.</s>"
902,Breakfast at Tiffany's (1961),"['Drama', 'Romance']",902,dataset/ml1m-images\902.jpg,"                      ""Breakfast at Tiffany's"" is a 1961 American film directed by Blake Edwards. The film follows the story of a struggling writer, played by Audrey Hepburn, who moves into an apartment next door to a wealthy and mysterious socialite, played by Marilyn Monroe. As the two women become neighbors, they form a deep bond and share secrets about their pasts. The film explores themes of loneliness, desire, and the search for meaning in life. It received critical acclaim upon release and has since become a classic in film noir and romantic comedy cinema.</s>"
1891,"Ugly, The (1997)","['Horror', 'Thriller']",1891,dataset/ml1m-images\1891.jpg,"                      ""Ugly"" is a 1997 Belgian-French film directed by Jean-Jacques Annaud. The film is a surreal and visually stunning exploration of beauty and ugliness, told through the eyes of a young girl, played by Anne Parralti. As she navigates a world of grotesque creatures and twisted landscapes, she begins to question what constitutes beauty and why it matters so much. The film explores themes of perception, aesthetics, and the search for identity. It received critical acclaim upon release and has since become a cult classic in avant-garde and experimental cinema.</s>"
2033,"Black Cauldron, The (1985)","['Animation', ""Children's""]",2033,dataset/ml1m-images\2033.jpg,"                      ""Black Cauldron"" is a 1985 British-American animated fantasy film directed by Derek Power and Nick Park. The film is set in medieval Scotland and follows the story of a group of witches, led by Hornsby Howell, as they attempt to cook a magical cauldron. Along the way, they encounter a number of mystical creatures and go on a quest to obtain the necessary ingredients. The film explores themes of magic, folklore, and the importance of tradition. It received positive reviews upon release and has since become a cult classic in animation and fantasy cinema.</s>"
3683,Blood Simple (1984),"['Drama', 'Film-Noir']",3683,dataset/ml1m-images\3683.jpg,"                      ""Blood Simple"" is a 1984 American film directed by Joel and Ethan Cohen. The film is a minimalist and highly stylized neo-noir that follows the story of a failed assassination attempt and its aftermath. As the various players involved become increasingly entangled, the film explores themes of fate, chance, and the complexities of human motivation. It received critical acclaim upon release and has since become a cult classic in independent and alternative cinema.</s>"
1220,"Blues Brothers, The (1980)","['Action', 'Comedy', 'Musical']",1220,dataset/ml1m-images\1220.jpg,"                      ""Blues Brothers"" is a 1980 American comedy film directed by John Landis. The film follows the story of a pair of ex-convicts, played by Dan Aykroyd and John Belushi, as they reunite and set out on a road trip to fulfill a debt to a Chicago church. Along the way, they pick up a choir of nuns and a polka band, and must evade a ruthless bounty hunter, played by Henry Thomas. The film explores themes of redemption, friendship, and the search for purpose in life. It received critical acclaim upon release and has since become a cult classic in comedy and music cinema.</s>"
362,"Jungle Book, The (1994)","['Adventure', ""Children's"", 'Romance']",362,dataset/ml1m-images\362.jpg,"                      ""Jungle Book"" is a 1994 American film directed by Roger Allers. The film is a Disney adaptation of Rudyard Kipling's classic novel and follows the story of a young boy named Mowgli, raised by a pack of wolves in the Indian jungle, as he navigates a world filled with danger and uncertainty. Along the way, he befriends a number of exotic animals and must choose between loyalty to his wolf family and his own human heritage. The film explores themes of identity, coming of age, and the search for belonging. It received mixed reviews upon release but has since become a cult classic in family and fantasy cinema.</s>"
2297,What Dreams May Come (1998),"['Drama', 'Romance']",2297,dataset/ml1m-images\2297.jpg,"                      ""What Dreams May Come"" is a 1998 American fantasy film directed by Alan Parker. The film is based on the novel of the same name by Richard Mathesen and follows the story of a doctor, played by Robin Williams, who is transported to a celestial realm after his death. There, he meets a variety of familiar and unfamiliar figures, including his wife, played by Minnie Driver, and must confront his own demons and fears. The film explores themes of death, heaven, and the nature of existence itself. It received mixed reviews upon release but has since become a cult classic in fantasy and spiritual cinema.</s>"
2685,"Red Dwarf, The (Le Nain rouge) (1998)","['Comedy', 'Drama']",2685,dataset/ml1m-images\2685.jpg,"                      ""Red Dwarf, The"" is a 1998 French-Belgian film directed by Dirk Paesmans. The film is a satirical and absurdist look at life in a red-lit nightclub and follows the story of a group of misfit characters, including a guitar player, a drunk, a transvestite, and a drug dealer. As they navigate the seedy underbelly of the club, they encounter a variety of eccentric and dangerous individuals and must deal with their own personal demons and desires. The film explores themes of excess, societal norms, and the search for meaning in life. It received mixed reviews upon release but has since become a cult classic in European and alternative cinema.</s>"
1319,Kids of Survival (1993),['Documentary'],1319,dataset/ml1m-images\1319.jpg,"                       ""Kids of Survival"" is a 1993 Canadian film directed by Sandro May. The film is a post-apocalyptic survival thriller that follows the story of a group of kids, played by Justin Fraser, Paul Abernathy, and Corey Haim, as they navigate a desolate and dangerous landscape following a global catastrophe. Along the way, they must confront their own fears and vulnerabilities and rely on their wits and resourcefulness to stay alive. The film explores themes of survival, community, and the strength of the human spirit in the face of overwhelming odds. It received mixed reviews upon release but has since become a cult classic in Canadian and apocalypse cinema.</s>"
3806,MacKenna's Gold (1969),['Western'],3806,dataset/ml1m-images\3806.jpg,"                      ""MacKenna's Gold"" is a 1969 American western film directed by John Ford. The film follows the story of a group of prospectors, led by Richard Dreyfuss, as they search for gold in the California Gold Rush. Along the way, they encounter a variety of hazards, including bandits, natural disasters, and their own personal conflicts. The film explores themes of individualism, competition, and the American Dream. It received positive reviews upon release and has since become a cult classic in western and historical cinema.</s>"
1221,"Godfather: Part II, The (1974)","['Action', 'Crime', 'Drama']",1221,dataset/ml1m-images\1221.jpg,"                       ""Godfather: Part II"" is a 1974 American crime film directed by Francis Ford Coppola. The film is a sequel to the original ""Godfather"" and follows the story of Vito Corleone, played by Marlon Brando, as he passes on his empire to his sons, played by Al Pacino and Robert De Niro. As the film explores the family's history and the rise of organized crime in America, it delves deeply into themes of power, loyalty, and the nature of leadership. It received critical acclaim upon release and has since become a cult classic in American cinema and a defining moment in the history of filmmaking.</s>"
1773,Tokyo Fist (1995),"['Action', 'Drama']",1773,dataset/ml1m-images\1773.jpg,"                       ""Tokyo Fist"" is a 1995 Japanese martial arts film directed by Takashi Miike. The film is a brutal and violent examination of the yakuza, or Japanese mafia, and follows the story of a boxer, played by Masahiro Tsugawa, who becomes embroiled in a feud between rival gangs in Tokyo. As the violence escalates, the boxer must confront his own feelings of guilt and responsibility and make a choice between his loyalty to the yakuza and his own conscience. The film explores themes of morality, violence, and the complexity of organized crime. It received mixed reviews upon release but has since become a cult classic in Asian and martial arts cinema.</s>"
3508,"Outlaw Josey Wales, The (1976)",['Western'],3508,dataset/ml1m-images\3508.jpg,"      ""Outlaw Josey Wales"" is a western film directed by Clint Eastwood and released in 1976. Set immediately after the Civil War, the film follows the story of Josiah Wales, also known as ""Boss,"" a former Confederate guerrilla who seeks revenge against the Union Army for executing his wife and sons during Reconstruction. As Boss travels across the West, he earns a reputation as a fearsome gunfighter and fugitive, taking on jobs as a hired gun and leaving a trail of dead men in his wake. Along the way, he forms a tenuous alliance with Ruth ""Belle Boyd"" Smith, a newspaper reporter who becomes fascinated by Boss and begins to see him in a different light. ""Outlaw Josey Wales"" received critical acclaim upon release and is considered one of Eastwood's finest works. It is praised for its intelligent script, nuanced performances, and breathtaking cinematography, particularly the film's signature chase scene set in Monument Valley.</s>"
2002,Lethal Weapon 3 (1992),"['Action', 'Comedy', 'Crime', 'Drama']",2002,dataset/ml1m-images\2002.jpg,"      ""Lethal Weapon 3"" is a cop drama film directed by Tony Scott and released in 1992. A direct sequel to ""Lethal Weapon"" (1987) and ""Lethal Weapon 2"" (1990), the film brings back the partnership of Detectives Martin Riggs, played by Mel Gibson, and Roger Murtaugh, played by Danny Glover. As Riggs retires from the force, he is asked to take on one last case involving a criminal empire known as Iceberg, which is believed to be connected to drug trafficking and organized crime. As Riggs and Murtaugh work to bring down Iceberg, they face new challenges and obstacles that test their loyalty and trust in each other. ""Lethal Weapon 3"" received generally favorable reviews upon release, with many critics praising the chemistry between Gibson and Glover and the film's fast-paced action sequences. It remains a popular entry in the Lethal Weapon franchise and is remembered for its memorable moments and humor.</s>"
1532,Sprung (1997),['Comedy'],1532,dataset/ml1m-images\1532.jpg,"      ""Spring"" is a erotic horror-comedy film directed by Ted Chiang and released in 1997. Set in a futuristic world, the film follows the story of David Chen, played by David Wu, who goes on a blind date with Anna Lee, played by Xiaolin Tan. During their meal, David is told by Anna that she has a rare genetic mutation that allows her to experience pleasure when exposed to cold temperatures. David decides to try out the mutation himself, using a temperature-controlled chamber that Anna provides. However, things quickly spiral out of control when David's temperature drops too low and he passes out. When Anna wakes up, she finds that David has died in the cold chamber, but she still feels pleasure from the experience. ""Spring"" received mixed reviews upon release, with some critics praising the film's unique premise and tension, while others found it too gory and offensive. Despite its controversy, ""Spring"" has gone on to become a cult classic and is remembered for its controversial subject matter and twisted ending.</s>"
3035,Mister Roberts (1955),"['Comedy', 'Drama', 'War']",3035,dataset/ml1m-images\3035.jpg,"      ""Mister Roberts"" is a war drama film directed by Henry Fonda and released in 1955. Set during World War II, the film follows the story of Lieutenant Philip Thomas Noyce, played by Henry Fonda, who is stationed aboard the USS Andersonville, a prison ship used to hold Allied officers. Noyce's commanding officer, Captain Archibald Douglas McCoy, played by James Stewart, is a strict disciplinarian who uses physical and mental punishment to keep order amongst the crew. As the crew deals with the horrors of war and the hardships of life aboard the ship, Noyce starts to question whether McCoy's methods are truly effective. ""Mister Roberts"" received critical acclaim upon release, with many praising the performances of Fonda and Stewart and the film's exploration of morality and leadership. It remains a landmark in the war film genre and is considered a classic of Hollywood cinema.</s>"
27,Now and Then (1995),['Drama'],27,dataset/ml1m-images\27.jpg," ""Now and Then"" is a 1995 American comedy-drama film directed by Paul Mazursky. The film stars Gene Hackman, Robert Duvall, Mel Gibson, Robin Williams, Demi Moore, and Goldie Hawn as adults reminiscing about their childhood in the 1940s.

The plot follows a group of old friends who reunite after 25 years to celebrate the town's bicentennial. As they walk down memory lane, they remember their youthful days, including the games they played, the people they loved, and the hardships they faced during World War II. However, as they reflect on their lives now, they realize how much has changed and what they value most.

Throughout the movie, there are some touching moments that showcase the friendship between these characters. One scene involves an elderly couple arguing over whether they should sell their home to move into a retirement community. Gibson's character steps in and tells them his own story about living with his parents and siblings in a small apartment before he became famous. This reminder of their shared history brings the two back together.

Another poignant moment comes when they visit their high"
15,Cutthroat Island (1995),"['Action', 'Adventure', 'Romance']",15,dataset/ml1m-images\15.jpg," ""Cutthroat Island"" is a 1995 American adventure film directed by Bruce Tregarow. The film stars Matthew Lillard, Kelly Preston, Frank Grillo, John Heard, Oliver Platt, Clive Owen, and Vinnie Jones. It was released on August 3, 1995.

Set in the Caribbean Sea in 1671, the film follows Captain William Kidd (Frank Grillo), a pirate hunting for treasure. He captures one ship from Dutch buccaneers but finds it deserted, leaving him stranded on Cutthroat Island. With only limited supplies and no crew, he sets out to find another way off the island. Along the way, he encounters various obstacles such as treacherous seas, dangerous wildlife, and hostile natives.

Kidd meets local fishermen who help him explore the island, leading him to discover hidden treasure. However, he soon realizes that he is not alone on the island. Other pirates have also been washed up on shore, including the infamous Blackbeard (Oliver Platt). A rivalry ensues between Kidd and Blackbeard as they both try"
3615,Dinosaur (2000),"['Animation', ""Children's""]",3615,dataset/ml1m-images\3615.jpg," ""Dinosaur"" is a 2000 animated Disney feature film about a young dinosaur named Ernie who dreams of becoming the greatest hunter in the world. Directed by Ralph Zondag and Eric Leighton, the movie features computer-generated imagery and 3D animation.

The story takes place in a fictional era when dinosaurs still roamed the Earth. Ernie, a Parasaurolophus, lives with his herd in a lush forest where food and water are scarce due to an eruption of nearby volcanoes. When his tribe faces starvation, Ernie volunteers to hunt the fearsome predator known as Velociraptor to bring back meat to the group.

Ernie embarks on a perilous journey through different landscapes, encountering many challenges along the way. During his quest, he befriends an injured Triceratops named Rex and learns valuable lessons about bravery, teamwork, and the importance of caring for others.

As the movie progresses, Ernie must confront Velociraptor and its pack to retrieve the meat for his tribe. In an intense action sequence, Er"
